ObjetosID,Objetos,TituloID
0,Enseres domésticos,302
1,Florero,302
19,Armas,303
165,Bandera,303
38,Corona,303
129,Escudo,303
29,Objeto uso individual,303
6,Elementos heráldicos y nobiliarios,310
7,Insignia / condecoración,310
31,Joyas,310
29,Objeto uso individual,310
2,Instrumentos de cuerda / cordófonos,312
3,Instrumentos musicales,312
31,Joyas,312
97,Laúd,312
5,Libro,312
29,Objeto uso individual,312
0,Enseres domésticos,313
1,Florero,313
166,Copa (no vítrea),315
0,Enseres domésticos,315
21,Objeto de adorno o servicio de mesa,315
27,Vaso / copa,315
167,Jaula,316
33,Calavera / cráneo,317
168,Candil,317
161,Cruz,317
68,Flagelo / disciplina,317
169,Incensario,317
103,Indumentaria / vestido,317
153,Indumentaria religiosa,317
17,Objeto de iluminación,317
64,Objeto o atributo de santos y mártires,317
8,Objetos de iconografía cristiana,317
65,Palma,317
32,Rosario,317
107,Textil,317
19,Armas,319
20,Espada,319
0,Enseres domésticos,321
21,Objeto de adorno o servicio de mesa,321
66,Fuente / pozo,324
23,Jardín,324
31,Joyas,324
29,Objeto uso individual,324
170,Caballete,326
35,Crucifijo,326
0,Enseres domésticos,326
1,Florero,326
43,Objetos artísticos,326
8,Objetos de iconografía cristiana,326
46,Pintura,326
66,Fuente / pozo,328
48,Flauta,329
50,Instrumentos de viento / aerófonos,329
3,Instrumentos musicales,329
24,Cestería,331
25,Cesto de costura,331
0,Enseres domésticos,331
5,Libro,331
29,Objeto uso individual,333
30,Sombrero,333
44,Arco / flecha,337
19,Armas,337
86,Casco / yelmo,337
129,Escudo,337
20,Espada,337
24,Cestería,338
135,Dinero,338
0,Enseres domésticos,338
127,Gorra,338
29,Objeto uso individual,338
30,Sombrero,338
5,Libro,339
42,Escultura,340
43,Objetos artísticos,340
99,Espejo,344
100,Espejo de mano,344
64,Objeto o atributo de santos y mártires,344
8,Objetos de iconografía cristiana,344
9,Objetos o atributos mariológicos,344
10,Orbe / esfera,344
65,Palma,344
24,Cestería,345
36,Elemento de arquitectura,345
0,Enseres domésticos,345
1,Florero,345
23,Jardín,345
140,Reloj,349
171,Reloj de bolsillo,349
103,Indumentaria / vestido,355
