ObjetosID,Objetos,TituloID
104,Indumentaria cortesana,355
105,Manto real,355
107,Textil,355
38,Corona,356
161,Cruz,356
29,Objeto uso individual,356
8,Objetos de iconografía cristiana,356
30,Sombrero,356
62,Armadura,358
19,Armas,358
86,Casco / yelmo,358
20,Espada,358
94,Lanza,358
8,Objetos de iconografía cristiana,358
106,Objetos de la Pasión de Cristo,358
67,Abanico,359
157,Mantilla,359
29,Objeto uso individual,359
53,Tocado,359
31,Joyas,360
29,Objeto uso individual,360
31,Joyas,362
5,Libro,362
29,Objeto uso individual,362
33,Calavera / cráneo,364
5,Libro,364
14,Mesa,364
15,Mueble,364
16,Mueble de asiento o reposo,364
19,Armas,367
85,Carruajes,367
86,Casco / yelmo,367
73,Cesta / canasta,367
24,Cestería,367
0,Enseres domésticos,367
129,Escudo,367
31,Joyas,367
94,Lanza,367
29,Objeto uso individual,367
92,Transporte,367
93,Transporte terrestre,367
0,Enseres domésticos,369
1,Florero,369
103,Indumentaria / vestido,370
31,Joyas,370
29,Objeto uso individual,370
107,Textil,370
157,Mantilla,373
29,Objeto uso individual,373
5,Libro,374
22,Botella,375
36,Elemento de arquitectura,375
0,Enseres domésticos,375
57,Jarro / jarra / jarrón,375
5,Libro,375
15,Mueble,375
21,Objeto de adorno o servicio de mesa,375
64,Objeto o atributo de santos y mártires,375
172,Objeto para la higiene,375
8,Objetos de iconografía cristiana,375
61,Redoma,375
109,Ventana / vidriera,375
110,Ventana acristalada con piezas poligonales de vidrio plano,375
47,Alimentos,377
73,Cesta / canasta,377
24,Cestería,377
74,Dados,377
0,Enseres domésticos,377
75,Juego / juguete,377
29,Objeto uso individual,377
72,Pan,377
30,Sombrero,377
8,Objetos de iconografía cristiana,379
9,Objetos o atributos mariológicos,379
10,Orbe / esfera,379
0,Enseres domésticos,380
21,Objeto de adorno o servicio de mesa,380
31,Joyas,381
29,Objeto uso individual,381
67,Abanico,382
0,Enseres domésticos,382
1,Florero,382
31,Joyas,382
29,Objeto uso individual,382
173,Bandeja,384
174,Candelabro,384
0,Enseres domésticos,384
57,Jarro / jarra / jarrón,384
21,Objeto de adorno o servicio de mesa,384
17,Objeto de iluminación,384
163,Vela / cirio,384
161,Cruz,385
8,Objetos de iconografía cristiana,385
106,Objetos de la Pasión de Cristo,385
5,Libro,386
10,Orbe / esfera,386
6,Elementos heráldicos y nobiliarios,389
0,Enseres domésticos,389
95,Escudo heráldico,389
21,Objeto de adorno o servicio de mesa,389
118,Cornucopia,390
119,Elementos mitológicos,390
42,Escultura,390
66,Fuente / pozo,390
43,Objetos artísticos,390
0,Enseres domésticos,391
1,Florero,391
5,Libro,391
14,Mesa,391
121,Misal,391
15,Mueble,391
16,Mueble de asiento o reposo,391
107,Textil,391
122,Textil de uso doméstico,391
103,Indumentaria / vestido,395
153,Indumentaria religiosa,395
107,Textil,395
8,Objetos de iconografía cristiana,396
32,Rosario,396
63,Cetro,398
88,Herramienta / utensilios de trabajo,398
89,Instrumentos agrícolas / ganaderos / de pesca / de caza,398
29,Objeto uso individual,398
5,Libro,400
173,Bandeja,402
0,Enseres domésticos,402
21,Objeto de adorno o servicio de mesa,402
17,Objeto de iluminación,402
175,Palmatoria,402
163,Vela / cirio,402
19,Armas,403
85,Carruajes,403
86,Casco / yelmo,403
73,Cesta / canasta,403
24,Cestería,403
0,Enseres domésticos,403
129,Escudo,403
31,Joyas,403
94,Lanza,403
29,Objeto uso individual,403
92,Transporte,403
93,Transporte terrestre,403
0,Enseres domésticos,404
5,Libro,404
118,Cornucopia,406
119,Elementos mitológicos,406
42,Escultura,406
66,Fuente / pozo,406
43,Objetos artísticos,406
151,Mitra,408
8,Objetos de iconografía cristiana,408
67,Abanico,409
31,Joyas,409
29,Objeto uso individual,409
0,Enseres domésticos,410
1,Florero,410
5,Libro,410
14,Mesa,410
121,Misal,410
15,Mueble,410
16,Mueble de asiento o reposo,410
107,Textil,410
122,Textil de uso doméstico,410
47,Alimentos,411
0,Enseres domésticos,411
87,Frutero,411
21,Objeto de adorno o servicio de mesa,411
27,Vaso / copa,411
55,Vino,411
23,Jardín,412
47,Alimentos,414
176,Copa Römer,414
0,Enseres domésticos,414
57,Jarro / jarra / jarrón,414
21,Objeto de adorno o servicio de mesa,414
76,Objetos de porcelana,414
72,Pan,414
177,Salero,414
178,Salvilla,414
27,Vaso / copa,414
36,Elemento de arquitectura,416
24,Cestería,418
56,Cuenco,418
0,Enseres domésticos,418
160,Fuente,418
14,Mesa,418
15,Mueble,418
21,Objeto de adorno o servicio de mesa,418
52,Recipiente,418
31,Joyas,421
29,Objeto uso individual,421
179,Cubertería,422
180,Cuchillo,422
0,Enseres domésticos,422
62,Armadura,427
19,Armas,427
73,Cesta / canasta,427
24,Cestería,427
63,Cetro,427
38,Corona,427
0,Enseres domésticos,427
20,Espada,427
103,Indumentaria / vestido,427
104,Indumentaria cortesana,427
2,Instrumentos de cuerda / cordófonos,427
3,Instrumentos musicales,427
105,Manto real,427
29,Objeto uso individual,427
8,Objetos de iconografía cristiana,427
106,Objetos de la Pasión de Cristo,427
107,Textil,427
108,Viola,427
2,Instrumentos de cuerda / cordófonos,428
50,Instrumentos de viento / aerófonos,428
3,Instrumentos musicales,428
90,Lira,428
181,Trompeta,428
24,Cestería,429
25,Cesto de costura,429
0,Enseres domésticos,429
5,Libro,429
14,Mesa,429
15,Mueble,429
16,Mueble de asiento o reposo,429
18,Silla / sillón,429
77,Caldero,430
78,Cubo,430
0,Enseres domésticos,430
79,Escoba,430
127,Gorra,430
15,Mueble,430
16,Mueble de asiento o reposo,430
29,Objeto uso individual,430
52,Recipiente,430
44,Arco / flecha,431
62,Armadura,431
19,Armas,431
28,Armas de fuego,431
173,Bandeja,431
133,Brasero,431
86,Casco / yelmo,431
182,Cañón,431
45,Cuadro dentro del cuadro,431
0,Enseres domésticos,431
70,Escopeta,431
129,Escudo,431
20,Espada,431
1,Florero,431
87,Frutero,431
21,Objeto de adorno o servicio de mesa,431
43,Objetos artísticos,431
46,Pintura,431
27,Vaso / copa,431
47,Alimentos,434
73,Cesta / canasta,434
24,Cestería,434
74,Dados,434
0,Enseres domésticos,434
75,Juego / juguete,434
29,Objeto uso individual,434
72,Pan,434
30,Sombrero,434
42,Escultura,437
23,Jardín,437
43,Objetos artísticos,437
8,Objetos de iconografía cristiana,439
32,Rosario,439
88,Herramienta / utensilios de trabajo,441
89,Instrumentos agrícolas / ganaderos / de pesca / de caza,441
73,Cesta / canasta,444
24,Cestería,444
0,Enseres domésticos,444
47,Alimentos,447
19,Armas,447
38,Corona,447
56,Cuenco,447
0,Enseres domésticos,447
57,Jarro / jarra / jarrón,447
21,Objeto de adorno o servicio de mesa,447
29,Objeto uso individual,447
58,Puñal,447
52,Recipiente,447
30,Sombrero,447
27,Vaso / copa,447
55,Vino,447
24,Cestería,448
0,Enseres domésticos,448
1,Florero,448
24,Cestería,449
0,Enseres domésticos,449
62,Armadura,450
19,Armas,450
86,Casco / yelmo,450
161,Cruz,450
20,Espada,450
94,Lanza,450
8,Objetos de iconografía cristiana,450
38,Corona,451
183,Corona de flores,451
29,Objeto uso individual,451
47,Alimentos,452
19,Armas,452
20,Espada,452
103,Indumentaria / vestido,452
153,Indumentaria religiosa,452
72,Pan,452
107,Textil,452
47,Alimentos,461
184,Bota de vino,461
0,Enseres domésticos,461
72,Pan,461
36,Elemento de arquitectura,463
29,Objeto uso individual,467
30,Sombrero,467
29,Objeto uso individual,468
30,Sombrero,468
185,Sombrilla,468
5,Libro,472
31,Joyas,475
29,Objeto uso individual,475
0,Enseres domésticos,479
186,Jarra de vidrio,479
57,Jarro / jarra / jarrón,479
14,Mesa,479
15,Mueble,479
21,Objeto de adorno o servicio de mesa,479
31,Joyas,480
29,Objeto uso individual,480
6,Elementos heráldicos y nobiliarios,481
95,Escudo heráldico,481
7,Insignia / condecoración,481
96,Toisón de Oro,481
12,Órdenes Nobiliarias,481
6,Elementos heráldicos y nobiliarios,482
95,Escudo heráldico,482
120,Guantes,482
15,Mueble,482
16,Mueble de asiento o reposo,482
29,Objeto uso individual,482
18,Silla / sillón,482
30,Sombrero,482
157,Mantilla,486
29,Objeto uso individual,486
99,Espejo,487
100,Espejo de mano,487
50,Instrumentos de viento / aerófonos,493
3,Instrumentos musicales,493
181,Trompeta,493
45,Cuadro dentro del cuadro,497
43,Objetos artísticos,497
46,Pintura,497
36,Elemento de arquitectura,498
109,Ventana / vidriera,498
187,Vidriera artística,498
24,Cestería,499
