FloraID,TituloID
7,391
76,392
101,392
7,393
4,394
7,395
7,396
5,396
123,397
124,397
10,397
125,397
11,397
126,397
97,397
80,397
70,397
62,397
24,397
37,397
5,397
85,397
57,398
8,399
7,400
34,401
9,402
88,402
0,402
10,402
11,402
3,402
5,402
2,403
7,404
110,405
5,406
0,407
10,407
11,407
111,407
24,407
2,407
5,407
33,407
6,407
2,408
127,408
5,408
10,409
7,410
32,411
0,411
86,411
22,411
29,411
30,411
13,411
4,411
53,411
5,411
6,411
5,412
59,413
53,414
5,414
74,414
0,415
14,415
24,415
5,415
6,415
17,416
21,417
0,417
10,417
5,417
6,417
75,418
76,418
101,418
19,418
73,418
128,419
35,419
129,419
1,419
29,419
130,419
36,419
71,419
67,419
131,419
5,419
0,420
10,420
132,420
62,420
30,420
41,420
13,420
42,420
5,420
6,420
5,421
19,422
29,423
7,424
10,424
5,424
7,425
36,426
5,426
5,427
5,428
7,429
76,430
5,431
10,432
12,433
13,433
5,433
15,433
6,433
5,434
30,435
2,435
5,435
10,436
5,437
17,438
7,439
88,440
17,441
0,442
24,442
12,442
3,442
13,442
5,442
6,442
37,443
7,444
0,445
10,445
24,445
13,445
5,445
6,445
0,446
11,446
62,446
63,446
30,446
13,446
42,446
5,446
15,446
6,446
62,447
63,447
8,447
10,448
49,448
11,448
35,448
24,448
40,448
4,448
6,448
0,449
11,449
35,449
2,449
5,449
6,449
57,450
54,451
5,451
17,452
21,453
0,453
11,453
35,453
30,453
24,453
12,453
3,453
13,453
67,453
77,453
4,453
5,453
33,453
6,453
27,454
84,455
8,455
5,456
0,457
12,457
13,457
5,457
6,457
24,458
10,459
5,459
34,460
19,461
5,462
5,463
7,464
18,465
0,466
133,466
86,466
62,466
40,466
13,466
115,466
52,466
5,466
6,466
22,467
64,468
10,469
2,469
3,469
58,469
5,469
32,470
0,470
11,470
132,470
62,470
2,470
42,470
5,470
6,470
21,471
32,471
123,471
124,471
10,471
11,471
35,471
62,471
30,471
2,471
79,471
3,471
134,471
4,471
5,471
15,471
104,471
6,471
85,471
29,472
135,473
94,473
59,473
59,474
69,475
32,476
0,476
10,476
11,476
1,476
30,476
12,476
13,476
5,476
6,476
5,477
0,478
22,478
102,478
10,478
11,478
18,478
62,478
30,478
13,478
52,478
5,478
104,478
6,478
136,479
0,479
66,479
1,479
51,479
29,479
24,479
2,479
37,479
5,479
6,479
5,480
68,481
5,482
7,483
0,484
7,484
49,484
18,484
70,484
51,484
30,484
12,484
2,484
13,484
5,484
6,484
7,485
5,486
57,487
17,487
10,488
18,488
30,488
34,489
10,490
105,490
137,490
5,490
21,491
60,491
0,491
22,491
71,491
5,491
6,491
7,492
57,493
0,494
10,494
24,494
12,494
13,494
67,494
5,494
6,494
54,495
34,496
39,497
0,497
7,497
10,497
40,497
2,497
19,497
13,497
5,497
6,497
7,498
9,499
0,499
7,499
10,499
35,499
3,499
5,499
6,499
0,500
7,500
11,500
24,500
40,500
5,500
7,501
138,501
5,501
7,502
7,503
5,503
5,504
7,505
54,506
5,507
7,508
5,509
57,510
7,511
54,512
38,513
11,513
80,513
24,513
5,513
15,513
7,514
10,515
19,516
17,517
7,518
7,519
5,520
5,521
32,522
116,522
22,522
10,522
11,522
94,522
18,522
80,522
24,522
2,522
3,522
13,522
4,522
5,522
6,522
85,522
69,523
37,523
8,523
5,524
59,525
10,526
62,526
63,526
79,526
5,526
85,527
2,528
60,529
10,529
1,529
62,529
13,529
5,529
24,530
40,530
79,530
52,530
5,530
15,530
6,530
21,531
0,531
11,531
29,531
111,531
3,531
6,531
5,532
8,533
21,534
0,534
7,534
14,534
10,534
11,534
30,534
24,534
12,534
13,534
5,534
6,534
7,535
5,536
34,537
139,538
0,538
22,538
29,538
30,538
40,538
52,538
5,538
15,538
85,538
7,539
7,540
32,541
0,541
7,541
10,541
35,541
12,541
2,541
13,541
115,541
52,541
5,541
15,541
6,541
7,542
56,542
10,542
11,542
40,542
5,542
5,543
8,544
17,545
7,546
32,547
116,547
46,547
17,547
42,547
85,547
106,548
76,548
19,548
73,548
7,549
5,550
13,551
74,551
28,552
48,552
49,552
23,552
11,552
10,553
32,554
0,554
10,554
23,554
1,554
30,554
24,554
40,554
2,554
13,554
42,554
5,554
6,554
7,555
9,556
0,556
46,556
53,556
5,556
15,556
5,557
88,558
10,559
7,560
10,560
23,560
24,560
13,560
4,560
52,560
58,560
5,560
6,560
79,561
5,561
140,561
7,562
47,563
12,563
2,563
13,563
42,563
5,563
15,563
6,563
5,564
69,565
17,566
32,567
9,567
60,567
47,567
0,567
22,567
14,567
48,567
10,567
23,567
50,567
51,567
30,567
12,567
141,567
41,567
13,567
42,567
4,567
52,567
53,567
5,567
6,567
74,567
21,568
9,568
22,568
14,568
10,568
5,568
54,569
21,570
5,571
142,571
34,572
14,573
34,573
21,574
64,575
69,575
37,575
5,575
62,576
8,576
5,577
17,578
2,579
5,580
118,581
0,581
7,581
116,581
18,581
80,581
84,581
5,581
85,581
21,582
0,582
11,582
12,582
13,582
5,582
6,582
7,583
5,583
34,584
43,585
11,585
5,585
32,586
0,586
86,586
62,586
63,586
24,586
2,586
3,586
13,586
5,586
15,586
6,586
55,587
7,588
7,589
69,590
26,591
19,591
32,592
38,592
0,592
86,592
10,592
23,592
11,592
18,592
50,592
51,592
30,592
24,592
12,592
40,592
2,592
41,592
13,592
42,592
5,592
6,592
5,593
22,594
40,594
41,594
5,594
7,595
59,596
39,597
0,598
10,598
11,598
30,598
12,598
13,598
5,598
6,598
38,599
2,599
42,599
74,599
7,600
17,600
5,601
20,602
0,602
10,602
49,602
0,603
10,603
18,603
62,603
30,603
2,603
13,603
5,603
32,604
11,604
18,604
79,604
84,604
42,604
69,605
7,606
59,607
59,608
5,608
28,609
48,609
49,609
23,609
11,609
27,610
5,610
20,611
9,611
136,611
0,611
7,611
10,611
23,611
35,611
62,611
63,611
24,611
12,611
37,611
13,611
52,611
58,611
6,611
57,612
0,613
40,613
59,614
5,615
23,616
84,617
0,618
10,618
2,618
3,618
13,618
5,618
6,618
2,619
10,620
76,620
5,620
6,620
0,621
23,621
50,621
12,621
13,621
5,621
6,621
7,622
69,622
2,623
10,624
8,625
0,626
22,626
2,626
3,626
4,626
5,626
6,626
59,627
17,628
76,629
73,629
13,630
5,630
7,631
0,632
29,632
40,632
2,632
5,632
6,632
10,633
5,633
7,634
5,635
0,636
6,636
7,637
91,638
108,638
143,638
7,639
144,640
64,640
0,640
102,640
103,640
10,640
145,640
11,640
92,640
62,640
63,640
30,640
24,640
61,640
13,640
52,640
5,640
15,640
146,640
6,640
10,641
24,642
13,642
5,642
0,643
56,643
81,643
14,643
12,643
2,643
13,643
5,643
9,644
51,644
24,644
5,644
0,645
7,645
10,645
11,645
24,645
3,645
5,645
6,645
106,646
7,647
17,647
147,648
7,649
54,649
5,649
106,650
75,650
101,650
5,651
2,652
10,653
5,654
