Objetos,Escuela,Año_rango,Año,Título
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Vaso / copa,Flamenca,1601 - 1800,1633,"""Bodegón de flores"""
Caldero,Española,1801 - 2000,1829,"""La cocina"""
Caldero,Española,1801 - 2000,1829,"""La cocina"""
Caldero,Española,1801 - 2000,1829,"""La cocina"""
Caldero,Española,1801 - 2000,1829,"""La cocina"""
Cubo,Española,1801 - 2000,1829,"""La cocina"""
Cubo,Española,1801 - 2000,1829,"""La cocina"""
Cubo,Española,1801 - 2000,1829,"""La cocina"""
Cubo,Española,1801 - 2000,1829,"""La cocina"""
Enseres domésticos,Española,1801 - 2000,1829,"""La cocina"""
Enseres domésticos,Española,1801 - 2000,1829,"""La cocina"""
Enseres domésticos,Española,1801 - 2000,1829,"""La cocina"""
Enseres domésticos,Española,1801 - 2000,1829,"""La cocina"""
Escoba,Española,1801 - 2000,1829,"""La cocina"""
Escoba,Española,1801 - 2000,1829,"""La cocina"""
Escoba,Española,1801 - 2000,1829,"""La cocina"""
Escoba,Española,1801 - 2000,1829,"""La cocina"""
Jarro / jarra / jarrón,Española,1801 - 2000,1829,"""La cocina"""
Jarro / jarra / jarrón,Española,1801 - 2000,1829,"""La cocina"""
Jarro / jarra / jarrón,Española,1801 - 2000,1829,"""La cocina"""
Jarro / jarra / jarrón,Española,1801 - 2000,1829,"""La cocina"""
Objeto de adorno o servicio de mesa,Española,1801 - 2000,1829,"""La cocina"""
Objeto de adorno o servicio de mesa,Española,1801 - 2000,1829,"""La cocina"""
Objeto de adorno o servicio de mesa,Española,1801 - 2000,1829,"""La cocina"""
Objeto de adorno o servicio de mesa,Española,1801 - 2000,1829,"""La cocina"""
Olla,Española,1801 - 2000,1829,"""La cocina"""
Olla,Española,1801 - 2000,1829,"""La cocina"""
Olla,Española,1801 - 2000,1829,"""La cocina"""
Olla,Española,1801 - 2000,1829,"""La cocina"""
Recipiente,Española,1801 - 2000,1829,"""La cocina"""
Recipiente,Española,1801 - 2000,1829,"""La cocina"""
Recipiente,Española,1801 - 2000,1829,"""La cocina"""
Recipiente,Española,1801 - 2000,1829,"""La cocina"""
Tonel,Española,1801 - 2000,1829,"""La cocina"""
Tonel,Española,1801 - 2000,1829,"""La cocina"""
Tonel,Española,1801 - 2000,1829,"""La cocina"""
Tonel,Española,1801 - 2000,1829,"""La cocina"""
Objeto o atributo de santos y mártires,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objeto o atributo de santos y mártires,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objeto o atributo de santos y mártires,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos de iconografía cristiana,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos de iconografía cristiana,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos de iconografía cristiana,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos o atributos mariológicos,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos o atributos mariológicos,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos o atributos mariológicos,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Palma,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Palma,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Palma,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objeto o atributo de santos y mártires,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objeto o atributo de santos y mártires,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objeto o atributo de santos y mártires,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos de iconografía cristiana,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos de iconografía cristiana,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos de iconografía cristiana,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos o atributos mariológicos,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos o atributos mariológicos,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Objetos o atributos mariológicos,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Palma,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Palma,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Palma,Española,1801 - 2000,1874,"""La Inmaculada del Escorial"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Enseres domésticos,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Florero,Española,1601 - 1800,1630,"""El príncipe Baltasar Carlos"""
Joyas,Española,1601 - 1800,1655,"""Retrato de una niña"""
Objeto uso individual,Española,1601 - 1800,1655,"""Retrato de una niña"""
Alimentos,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Enseres domésticos,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Recipiente,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Vino,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Alimentos,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Enseres domésticos,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Recipiente,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Vino,Española,1801 - 2000,1913,"""Los borrachos, o El triunfo de Baco"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Armas,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Calavera / cráneo,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona de laurel,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Espada,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Libro,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Llave,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto de escritorio,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Objeto uso individual,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Pluma,Española,1801 - 2000,1804,"""Adoración del Sagrado Corazón de Jesús"""
Corona,Española,1601 - 1800,1630,"""Santa Isabel de Portugal"""
Joyas,Española,1601 - 1800,1630,"""Santa Isabel de Portugal"""
Objeto uso individual,Española,1601 - 1800,1630,"""Santa Isabel de Portugal"""
Corona,Española,1601 - 1800,1630,"""Santa Isabel de Portugal"""
Joyas,Española,1601 - 1800,1630,"""Santa Isabel de Portugal"""
Objeto uso individual,Española,1601 - 1800,1630,"""Santa Isabel de Portugal"""
Enseres domésticos,Española,1801 - 2000,1885,"""Jarrón de lilas"""
Jarro / jarra / jarrón,Española,1801 - 2000,1885,"""Jarrón de lilas"""
Objeto de adorno o servicio de mesa,Española,1801 - 2000,1885,"""Jarrón de lilas"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos agrícolas / ganaderos / de pesca / de caza,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de cuerda / cordófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos de percusión / idiófonos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Instrumentos musicales,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Lira,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Objeto de adorno o servicio de mesa,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Platillos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Transporte terrestre,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armadura,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Armas,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Carruajes,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Casco / yelmo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Cestería,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Enseres domésticos,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Frutero,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
Herramienta / utensilios de trabajo,Flamenca,1601 - 1800,1601,"""Triunfo de Cibeles"""
